source_path,stem,category,cat_idx,binary_label
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery123_x264_66.npz,Robbery123_x264_66,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents041_x264_14.npz,RoadAccidents041_x264_14,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting027_x264_44.npz,Shooting027_x264_44,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing021_x264_256.npz,Stealing021_x264_256,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest050_x264_443.npz,Arrest050_x264_443,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos531_x264_346.npz,Normal_Videos531_x264_346,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos220_x264_170.npz,Normal_Videos220_x264_170,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery100_x264_280.npz,Robbery100_x264_280,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos763_x264_226.npz,Normal_Videos763_x264_226,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault023_x264_61.npz,Assault023_x264_61,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing003_x264_223.npz,Stealing003_x264_223,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing002_x264npz_220.npz,Stealing002_x264npz_220,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson028_x264_149.npz,Arson028_x264_149,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault050_x264_37.npz,Assault050_x264_37,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos446_x264_29.npz,Normal_Videos446_x264_29,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos735_x264_70.npz,Normal_Videos735_x264_70,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos720_x264_580.npz,Normal_Videos720_x264_580,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos218_x264_76.npz,Normal_Videos218_x264_76,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos824_x264_84.npz,Normal_Videos824_x264_84,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos502_x264_56.npz,Normal_Videos502_x264_56,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos554_x264_199.npz,Normal_Videos554_x264_199,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion006_x264_118.npz,Explosion006_x264_118,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion044_x264_44.npz,Explosion044_x264_44,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion012_x264_44.npz,Explosion012_x264_44,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing025_x264_1362.npz,Stealing025_x264_1362,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos117_x264_72.npz,Normal_Videos117_x264_72,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault022_x264_156.npz,Assault022_x264_156,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest006_x264_193.npz,Arrest006_x264_193,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse022_x264_176.npz,Abuse022_x264_176,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos403_x264_25.npz,Normal_Videos403_x264_25,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting032_x264_88.npz,Shoplifting032_x264_88,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing078_x264_161.npz,Stealing078_x264_161,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos756_x264_38.npz,Normal_Videos756_x264_38,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos235_x264_139.npz,Normal_Videos235_x264_139,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos623_x264_655.npz,Normal_Videos623_x264_655,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery005_x264_172.npz,Robbery005_x264_172,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents139_x264_227.npz,RoadAccidents139_x264_227,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents035_x264npz_17.npz,RoadAccidents035_x264npz_17,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary027_x264_194.npz,Burglary027_x264_194,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos726_x264_106.npz,Normal_Videos726_x264_106,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery077_x264_70.npz,Robbery077_x264_70,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos776_x264_512.npz,Normal_Videos776_x264_512,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery111_x264_356.npz,Robbery111_x264_356,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary051_x264_78.npz,Burglary051_x264_78,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos646_x264_232.npz,Normal_Videos646_x264_232,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos060_x264_191.npz,Normal_Videos060_x264_191,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary058_x264_713.npz,Burglary058_x264_713,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse037_x264_109.npz,Abuse037_x264_109,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos052_x264_19.npz,Normal_Videos052_x264_19,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos605_x264_238.npz,Normal_Videos605_x264_238,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos399_x264_212.npz,Normal_Videos399_x264_212,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos917_x264_61.npz,Normal_Videos917_x264_61,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos123_x264_1384.npz,Normal_Videos123_x264_1384,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault048_x264_111.npz,Assault048_x264_111,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos380_x264_200.npz,Normal_Videos380_x264_200,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery134_x264_38.npz,Robbery134_x264_38,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing070_x264_83.npz,Stealing070_x264_83,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents008_x264_82.npz,RoadAccidents008_x264_82,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery103_x264_136.npz,Robbery103_x264_136,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary048_x264_102.npz,Burglary048_x264_102,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos748_x264_45.npz,Normal_Videos748_x264_45,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery051_x264_99.npz,Robbery051_x264_99,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary073_x264_172.npz,Burglary073_x264_172,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos151_x264_347.npz,Normal_Videos151_x264_347,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents096_x264_44.npz,RoadAccidents096_x264_44,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting006_x264_816.npz,Shooting006_x264_816,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos455_x264_36.npz,Normal_Videos455_x264_36,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism011_x264_777.npz,Vandalism011_x264_777,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents090_x264_111.npz,RoadAccidents090_x264_111,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos295_x264_51.npz,Normal_Videos295_x264_51,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary050_x264_70.npz,Burglary050_x264_70,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents068_x264_111.npz,RoadAccidents068_x264_111,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting035_x264_59.npz,Fighting035_x264_59,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism014_x264_26.npz,Vandalism014_x264_26,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing055_x264_100.npz,Stealing055_x264_100,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents007_x264_68.npz,RoadAccidents007_x264_68,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest046_x264_489.npz,Arrest046_x264_489,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery125_x264_442.npz,Robbery125_x264_442,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents049_x264_45.npz,RoadAccidents049_x264_45,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing044_x264_200.npz,Stealing044_x264_200,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing093_x264npz_76.npz,Stealing093_x264npz_76,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents081_x264_67.npz,RoadAccidents081_x264_67,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos786_x264_355.npz,Normal_Videos786_x264_355,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos518_x264_134.npz,Normal_Videos518_x264_134,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting048_x264npz_194.npz,Shoplifting048_x264npz_194,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos348_x264_87.npz,Normal_Videos348_x264_87,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos727_x264_70.npz,Normal_Videos727_x264_70,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos347_x264_117.npz,Normal_Videos347_x264_117,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting006_x264_58.npz,Fighting006_x264_58,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing011_x264npz_231.npz,Stealing011_x264npz_231,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson044_x264_73.npz,Arson044_x264_73,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos362_x264_43.npz,Normal_Videos362_x264_43,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting023_x264_63.npz,Fighting023_x264_63,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson049_x264_24.npz,Arson049_x264_24,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting039_x264_425.npz,Fighting039_x264_425,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting041_x264_770.npz,Shoplifting041_x264_770,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson021_x264_88.npz,Arson021_x264_88,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos590_x264_562.npz,Normal_Videos590_x264_562,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents114_x264_106.npz,RoadAccidents114_x264_106,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos480_x264_138.npz,Normal_Videos480_x264_138,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary043_x264_32.npz,Burglary043_x264_32,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism039_x264_55.npz,Vandalism039_x264_55,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism025_x264_268.npz,Vandalism025_x264_268,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos329_x264_94.npz,Normal_Videos329_x264_94,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson006_x264_174.npz,Arson006_x264_174,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos285_x264_119.npz,Normal_Videos285_x264_119,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson008_x264_75.npz,Arson008_x264_75,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos765_x264_59.npz,Normal_Videos765_x264_59,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos031_x264_207.npz,Normal_Videos031_x264_207,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos086_x264_211.npz,Normal_Videos086_x264_211,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest044_x264_211.npz,Arrest044_x264_211,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos328_x264_93.npz,Normal_Videos328_x264_93,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos462_x264_219.npz,Normal_Videos462_x264_219,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting020_x264_318.npz,Shooting020_x264_318,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos287_x264_112.npz,Normal_Videos287_x264_112,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos773_x264_191.npz,Normal_Videos773_x264_191,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos288_x264_219.npz,Normal_Videos288_x264_219,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing095_x264_46.npz,Stealing095_x264_46,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos613_x264_370.npz,Normal_Videos613_x264_370,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos385_x264_142.npz,Normal_Videos385_x264_142,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery002_x264_199.npz,Robbery002_x264_199,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos409_x264_230.npz,Normal_Videos409_x264_230,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos325_x264_101.npz,Normal_Videos325_x264_101,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos077_x264_174.npz,Normal_Videos077_x264_174,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery012_x264_46.npz,Robbery012_x264_46,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault013_x264_147.npz,Assault013_x264_147,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos699_x264_108.npz,Normal_Videos699_x264_108,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary040_x264_355.npz,Burglary040_x264_355,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting050_x264_156.npz,Shoplifting050_x264_156,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos567_x264_342.npz,Normal_Videos567_x264_342,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos639_x264_200.npz,Normal_Videos639_x264_200,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos192_x264_250.npz,Normal_Videos192_x264_250,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse033_x264_175.npz,Abuse033_x264_175,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting051_x264_450.npz,Shoplifting051_x264_450,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos104_x264_42.npz,Normal_Videos104_x264_42,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery035_x264_290.npz,Robbery035_x264_290,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion018_x264_95.npz,Explosion018_x264_95,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting008_x264_557.npz,Shoplifting008_x264_557,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson051_x264_66.npz,Arson051_x264_66,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson029_x264_82.npz,Arson029_x264_82,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary052_x264_622.npz,Burglary052_x264_622,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_8.npz,Normal_Videos138_x264_8009_8,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting016_x264_181.npz,Fighting016_x264_181,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos078_x264_132.npz,Normal_Videos078_x264_132,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting010_x264_365.npz,Fighting010_x264_365,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos093_x264_108.npz,Normal_Videos093_x264_108,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos291_x264_27.npz,Normal_Videos291_x264_27,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos509_x264_43.npz,Normal_Videos509_x264_43,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos072_x264_58.npz,Normal_Videos072_x264_58,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos270_x264_131.npz,Normal_Videos270_x264_131,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing096_x264_412.npz,Stealing096_x264_412,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents071_x264_39.npz,RoadAccidents071_x264_39,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery006_x264_212.npz,Robbery006_x264_212,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos268_x264_122.npz,Normal_Videos268_x264_122,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault040_x264_234.npz,Assault040_x264_234,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos081_x264_100.npz,Normal_Videos081_x264_100,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery043_x264_64.npz,Robbery043_x264_64,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary016_x264_327.npz,Burglary016_x264_327,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos469_x264_418.npz,Normal_Videos469_x264_418,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest029_x264_485.npz,Arrest029_x264_485,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos393_x264_182.npz,Normal_Videos393_x264_182,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion014_x264_79.npz,Explosion014_x264_79,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting030_x264_1511.npz,Shoplifting030_x264_1511,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos120_x264_91.npz,Normal_Videos120_x264_91,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion024_x264_77.npz,Explosion024_x264_77,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson050_x264_98.npz,Arson050_x264_98,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos387_x264_47.npz,Normal_Videos387_x264_47,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos794_x264_281.npz,Normal_Videos794_x264_281,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos188_x264_561.npz,Normal_Videos188_x264_561,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing012_x264_168.npz,Stealing012_x264_168,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos107_x264_224.npz,Normal_Videos107_x264_224,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting015_x264_620.npz,Fighting015_x264_620,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents064_x264_149.npz,RoadAccidents064_x264_149,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos400_x264_44.npz,Normal_Videos400_x264_44,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary004_x264_110.npz,Burglary004_x264_110,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos617_x264_182.npz,Normal_Videos617_x264_182,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary044_x264_430.npz,Burglary044_x264_430,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents117_x264_127.npz,RoadAccidents117_x264_127,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery120_x264_59.npz,Robbery120_x264_59,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos084_x264_1715.npz,Normal_Videos084_x264_1715,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents103_x264_78.npz,RoadAccidents103_x264_78,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery083_x264_60.npz,Robbery083_x264_60,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos334_x264_50.npz,Normal_Videos334_x264_50,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos320_x264_62.npz,Normal_Videos320_x264_62,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos835_x264_159.npz,Normal_Videos835_x264_159,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos336_x264_79.npz,Normal_Videos336_x264_79,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents037_x264_136.npz,RoadAccidents037_x264_136,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos506_x264_75.npz,Normal_Videos506_x264_75,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos602_x264_718.npz,Normal_Videos602_x264_718,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos305_x264_158.npz,Normal_Videos305_x264_158,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery104_x264_108.npz,Robbery104_x264_108,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos630_x264_3961.npz,Normal_Videos630_x264_3961,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos620_x264_560.npz,Normal_Videos620_x264_560,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos173_x264_36.npz,Normal_Videos173_x264_36,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos226_x264_907.npz,Normal_Videos226_x264_907,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion037_x264_59.npz,Explosion037_x264_59,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos177_x264_707.npz,Normal_Videos177_x264_707,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson026_x264_367.npz,Arson026_x264_367,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos790_x264_74.npz,Normal_Videos790_x264_74,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos383_x264_120.npz,Normal_Videos383_x264_120,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents044_x264npz_24.npz,RoadAccidents044_x264npz_24,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos922_x264_42.npz,Normal_Videos922_x264_42,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery065_x264_149.npz,Robbery065_x264_149,Robbery,9,1
