source_path,label
G:\Capstone\data\violence_data\fight\rwf_train_fight_2sy_eLpH-PI_0_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RR23nrP0_0_07.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi028_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__fPfNbHM16M_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_oW8ySS0rN4Y_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_p1bUxYeJ_1_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_skycjZcE_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2KvkZ4yo_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi040_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_bd48s5BpoGY_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_truutrdf_1081_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ELL0jBUP_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_a39igxDY_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_qIRZ4SMf_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_z1WyVUv8_0_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tgkbh2d9_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_OAFsSiyX_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_xKq3hlefCUI_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_u1r8f71c_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_CqJB8ZWLZ-o_1_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UArjSm2Y_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_G3E1YP6agWs_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_u1r8f71c_0_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_24E0xYYUz44_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_p9d6QmKh_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_oM-goKOVjeU_1_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_5_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Ma1iva6R_0_07.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi140_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ou8ssKOQzI0_2_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_х╣┐ф╕ЬчЬБц▒Ххд┤х╕Вц╜ощШ│хМ║щУЬчЫВщХЗц▓│щЩЗцЭСцЪ┤хКЫф║Лф╗╢чЫСцОзшзЖщвС2_urlgot_141_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Pe1uIhp4dAQ_2_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PlHzsigAFas_5_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cAp5A44HRS8_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_40l8LuP4_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_1MVS2QPWbHc_1_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_i5xJxtv4gXs_0_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_QUGT4a6qcJs_2_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_18xQQOv5_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Pe1uIhp4dAQ_3_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_6Dej3-k3MRE_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_0H2s9UJcNJ0_0_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tgkbh2d9_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_RTDSFDSA_673_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_39BFeYnbu-I_2_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_GKsvH_pVNQU_0_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_24E0xYYUz44_6_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uLGOlxvv_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_V726w0IKCp4_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_24E0xYYUz44_1_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_fwEk96k8g_I_2_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi023_07.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi118_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vQKHxtrdEHM_3_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi014_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_3SS0E4SmTk8_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Assault011_x264_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_FKl98mfo_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_kOp57sQKMPY_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_iHUwZBSx_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_p1bUxYeJ_2_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_XJfaYlr0_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_asdasda_113_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_0vasozvJYvk_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_7_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_LbYQs9oA_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_mbW7VkAf6Yk_2_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vQKHxtrdEHM_4_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_GKsvH_pVNQU_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3z7ncTuu_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_umOs1WLBkuo_1_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_DThokDTW_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_HVSv9sgz2ZI_2_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_85dkGMed_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_ECoMcgjR_0_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UuMYxOYm_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_14_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vQKHxtrdEHM_9_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_m3PZvVSL_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_rfthfd_534_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_kExp3yhspR0_2_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9C_LQa7nnFg_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_H1AzC-GyKto_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_z19nkHMw_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ile3EVQA_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi062_05.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi066_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HW48LUZKOL4_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi040_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_JPIeYvRgo6I_2_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Ri_poPbOu-k_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_2sy_eLpH-PI_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_1_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_qrWTk-2a13o_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_BpargJW29Wo_0_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PlHzsigAFas_1_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_JJG0bHPur50_2_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight__6-B11R9FJM_1_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_d1b2n9qX_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_R1A_AxUKosk_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_48J5lk4QcpE_3_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_1tU4kxa51vw_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_BUjGBAPb_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8PuNOqvh_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi121_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_kExp3yhspR0_2_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_0H2s9UJcNJ0_2_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gNUhUpxZ_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_A7FCl8G35Cs_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_e4U3gEDEB58_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_YaWxiAtCwxE_5_01.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi132_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_39BFeYnbu-I_6_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ri_poPbOu-k_2_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3SS0E4SmTk8_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CqJB8ZWLZ-o_1_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_as4zD6d86q0_2_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ELL0jBUP_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_C4SQF-UZzkA_2_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_GafFu4IZtIA_3_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cAp5A44HRS8_1_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VnDOPZls_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_3_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_qIRZ4SMf_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_pr8yRPMO_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_dfsafsghg_327_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_lmfaDmCCRoY_6_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_88ndrvAZpE8_1_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_1Kbw1bUw_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Pe1uIhp4dAQ_4_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_oIEZ45OCmAw_4_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PTy2vx8Ejas_5_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_hEjHnhy2_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_oIEZ45OCmAw_4_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_6_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_hP8CJJcx_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_j83up7ni_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_zbg2jsE4_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_WXwfibYX_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_Gr3ikl6A2bE_1_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ug2tQMG8DC0_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_tIvvuvuJFYc_0_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_39BFeYnbu-I_6_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_DIsQwAdR8MI_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_truutrdf_1085_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ri_poPbOu-k_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_wetyh_1207_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CqJB8ZWLZ-o_2_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_G0rgy9Ts_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NEUya2Rr_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HVSv9sgz2ZI_2_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_as4zD6d86q0_0_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HW48LUZKOL4_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i5xJxtv4gXs_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi030_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NPeKBgURcxI_2_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3CQi0ZCCHvc_2_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i2sLegg2JPA_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3ZY4hpms_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_J2rsCgMC_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_a2qLzOu_n0s_4_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_aQysMqg0K7M_2_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uu3SB2L1_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i2sLegg2JPA_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi054_09.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi048_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_uGGFPY75IYQ_0_01.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi088_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_tIvvuvuJFYc_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Jq8neqBlL2Y_2_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_AF4Rk1I2_0_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi061_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_V726w0IKCp4_2_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_bzw-HKuuQbg_6_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ile3EVQA_1_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_z19nkHMw_1_01.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi114_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_umOs1WLBkuo_2_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oDGm-DOOyI4_1_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_NxtwlqSnLbY_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_0Ow4cotKOuw_4_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_HVSv9sgz2ZI_5_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Ri_poPbOu-k_1_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NmNKzttk_0_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_YaWxiAtCwxE_7_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3CQi0ZCCHvc_2_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HVSv9sgz2ZI_0_03.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi029_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_a7D2i0HTXGM_2_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_IynvwHe9W3U_3_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__6-B11R9FJM_2_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_LSJPhJTB_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi024_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_dfsafsghg_327_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ile3EVQA_1_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_i5xJxtv4gXs_3_06.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi117_05.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi078_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_PlHzsigAFas_8_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi005_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_TKBcD3J9Cc8_1_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Yxz9WncB_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_bpbiA2sr_0_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi109_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RbpXgk5M1S0_1_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_NxtwlqSnLbY_3_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_ROiHwksPSrg_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8VqTmuq4HcI_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2KMf6p5Q_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_pLb6Zimq_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ULiIpQ6s_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_FZDDNtcaBcw_1_09.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi082_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_jTbvVbkUaPM_4_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_rSGIFH7n_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_AF4Rk1I2_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_K_7hT4N2QCE_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_V726w0IKCp4_3_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_YC51sSdT_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_aQysMqg0K7M_1_04.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi150_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_KDOVTf7T_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_nNUeqFgG_5_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ou8ssKOQzI0_2_08.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi032_09.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi006_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_2_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_хдзщЩЖчРЖхПСх║ЧхПСчФЯчаНф║║ф║Лф╗╢я╝Мф╕ЛцЙЛчЬЯчЛая╝Б_urlgot_121_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_PlHzsigAFas_2_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Ae3RYgGF_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_86lUShJD_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_6n48sGUq_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_TfDHgxDm_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_XPG8GqrH_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_OAfV0xPIhZw_4_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_kExp3yhspR0_1_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_AsGAgf8U2rk_0_03.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi103_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_i2sLegg2JPA_0_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i7MJRWrW_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gEODOSeI_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_QkqaGJ9x_1_06.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi086_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_K_7hT4N2QCE_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi126_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_sIbVwIO0_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_mVAv7aB5_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3z7ncTuu_0_07.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi068_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_JECBfnp2ZXc_4_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_xKq3hlefCUI_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_HVSv9sgz2ZI_4_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_a2kw3cfb_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8VqTmuq4HcI_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9GFNxpur_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_1MVS2QPWbHc_2_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_rYE6iUUF_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi109_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_z7dOEJwUpVk_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_jR91oXYV_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_0lHQ2f0d_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_s-jW4cyavW0_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_QkqaGJ9x_3_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_KQTiHlA11fM_1_04.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi080_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Fighting014_x264_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cAp5A44HRS8_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4yTlGiDoxBo_1_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_truutrdf_1082_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_I-x0G5pAan0_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_QCgEbCBH_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_CKzrrb7E_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_SXd2yu2LHv0_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_uGGFPY75IYQ_1_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tIvvuvuJFYc_0_04.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi073_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_bQHNsRpQOIE_1_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_YJvuxdWs_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ULiIpQ6s_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oDGm-DOOyI4_0_01.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi102_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_xKq3hlefCUI_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_zZHTBiER_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_ThiaJUQ8_1_07.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi043_03.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi038_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_XPG8GqrH_0_03.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi040_05.jpg,1
